Date,hour,Rainfall (mm)
20180214,24,0
20180215,1,0.0*
20180215,2,0
20180215,3,0
20180215,4,0
20180215,5,0.0*
20180215,6,0
20180215,7,0
20180215,8,0
20180215,9,0
20180215,10,0
20180215,11,0
20180215,12,0
20180215,13,0
20180215,14,0
20180215,15,0.0*
20180215,16,0
20180215,17,0
20180215,18,0
20180215,19,0
20180215,20,0
20180215,21,0
20180215,22,0
20180215,23,0
20180215,24,0
20180216,1,0
20180216,2,0.0*
20180216,3,0.0*
20180216,4,0
20180216,5,0
20180216,6,0
20180216,7,0
20180216,8,0
20180216,9,0.0*
20180216,10,0
20180216,11,0
20180216,12,0
20180216,13,0
20180216,14,0
20180216,15,0
20180216,16,0.0*
20180216,17,0
20180216,18,0
20180216,19,0
20180216,20,0
20180216,21,0.0*
20180216,22,0
20180216,23,0
20180216,24,0
20180217,1,0.0*
20180217,2,0
20180217,3,0
20180217,4,0
20180217,5,0
20180217,6,0
20180217,7,0
20180217,8,0
20180217,9,0
20180217,10,0
20180217,11,0
20180217,12,0
20180217,13,0
20180217,14,0
20180217,15,0
20180217,16,0
20180217,17,0
20180217,18,0
20180217,19,0
20180217,20,0
20180217,21,0
20180217,22,0
20180217,23,0
20180217,24,0
20180218,1,0
20180218,2,0
20180218,3,0
20180218,4,0
20180218,5,0
20180218,6,0
20180218,7,0.0*
20180218,8,0.0*
20180218,9,0.0*
20180218,10,0.0*
20180218,11,0.0*
20180218,12,0.0*
20180218,13,0
20180218,14,0
20180218,15,0
20180218,16,0
20180218,17,0
20180218,18,0
20180218,19,0
20180218,20,0
20180218,21,0
20180218,22,0
20180218,23,0
20180218,24,0
20180219,1,0
20180219,2,0
20180219,3,0
20180219,4,0
20180219,5,0
20180219,6,0
20180219,7,0
20180219,8,0
20180219,9,0
20180219,10,0
20180219,11,0
20180219,12,0
20180219,13,0
20180219,14,0
20180219,15,0
20180219,16,0
20180219,17,0
20180219,18,0
20180219,19,0
20180219,20,0
20180219,21,0
20180219,22,0
20180219,23,0
20180219,24,0
20180220,1,0
20180220,2,0
20180220,3,0
20180220,4,0
20180220,5,0
20180220,6,0
20180220,7,0
20180220,8,0
20180220,9,0
20180220,10,0
20180220,11,0
20180220,12,0
20180220,13,0
20180220,14,0
20180220,15,0
20180220,16,0
20180220,17,0
20180220,18,0
20180220,19,0
20180220,20,0.0*
20180220,21,0
20180220,22,0
20180220,23,0
20180220,24,0
20180221,1,0
20180221,2,0.0*
20180221,3,0
20180221,4,0
20180221,5,0
20180221,6,0
20180221,7,0
20180221,8,0
20180221,9,0
20180221,10,0
20180221,11,0
20180221,12,0
20180221,13,0
20180221,14,0
20180221,15,0
